id,rf,norm_rf,weighted_rf,kf_score,n_tips,marker,method,runtime_seconds,gpu_memory_mb,model,clock_rate,seq_length,saved_at
1_10_tips,0.0,0.0,0.17366711,0.1081400554415925,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
19_100_tips,72.0,0.3711340206185567,1.159746842,0.1925084044542319,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
5_10_tips,2.0,0.1428571428571428,0.29492709,0.190169343204327,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
14_100_tips,38.0,0.1958762886597938,10.588505332000004,2.045117450326876,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
14_50_tips,68.0,0.723404255319149,0.1102713847,0.0248087241309021,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
14_10_tips,0.0,0.0,1.3072978,1.089908468254018,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
18_10_tips,2.0,0.1428571428571428,4.33402053,2.0286988700878825,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
16_10_tips,0.0,0.0,0.8452909599999999,0.6470870718195919,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
7_100_tips,146.0,0.7525773195876289,0.32711960177,0.0496360838412022,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
10_200_tips,100.0,0.2538071065989847,2.412000296399999,0.3867754248580209,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
15_10_tips,0.0,0.0,1.36897638,0.7247690931423924,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
9_200_tips,68.0,0.1725888324873096,11.272039129000005,1.2957072333354471,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
7_20_tips,2.0,0.0588235294117647,1.7413876539999995,0.5869827712419746,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
3_200_tips,68.0,0.1725888324873096,5.512479900999999,0.7083787056141478,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
19_50_tips,8.0,0.0851063829787234,14.177581449999998,3.246278265477524,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
17_200_tips,70.0,0.1776649746192893,6.796858948000004,1.0564954330106309,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
8_20_tips,2.0,0.0588235294117647,3.3386050599999995,1.0107173537460443,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
13_10_tips,0.0,0.0,0.85704119,0.4405310036714282,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
13_20_tips,2.0,0.0588235294117647,3.56801813,1.1910573675470442,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
18_50_tips,44.0,0.4680851063829787,0.3768963577000001,0.1137296816241111,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
12_200_tips,82.0,0.2081218274111675,15.072666906000004,1.905252441459115,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
1_200_tips,64.0,0.1624365482233502,9.911770554799997,1.2203637004314145,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
11_200_tips,124.0,0.3147208121827411,3.072241239300001,0.4252414705517205,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
10_20_tips,6.0,0.1764705882352941,5.20018139,2.374447775815958,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
19_200_tips,146.0,0.3705583756345177,2.5427421366200007,0.3211664222310251,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
15_100_tips,122.0,0.6288659793814433,0.3508709717100001,0.0604377392511487,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
6_10_tips,0.0,0.0,1.84354464,1.1235977011255962,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
17_50_tips,12.0,0.1276595744680851,9.495002520000002,2.1015322458069137,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
2_200_tips,94.0,0.2385786802030456,8.312745868399999,1.622774885952739,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
10_50_tips,12.0,0.1276595744680851,3.85699122,0.8534684996849615,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
6_100_tips,16.0,0.0824742268041237,22.442970443999982,4.389854808845498,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
1_20_tips,0.0,0.0,1.86363426,0.6140199940013704,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
2_20_tips,6.0,0.1764705882352941,1.28771083,0.5648519343004568,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
2_50_tips,14.0,0.1489361702127659,1.3902773890000002,0.4270319078542937,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
15_200_tips,110.0,0.2791878172588832,11.820132669599996,2.286012634447501,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
5_50_tips,60.0,0.6382978723404256,0.1470870739,0.0331557872450618,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
11_100_tips,26.0,0.134020618556701,3.699774679000001,0.6077794147765905,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
2_100_tips,88.0,0.4536082474226804,0.5819473453799998,0.0909118969693063,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
17_10_tips,2.0,0.1428571428571428,13.413503369999995,6.686202048432678,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
0_100_tips,22.0,0.1134020618556701,7.330818219999999,1.891264457580732,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
7_10_tips,4.0,0.2857142857142857,2.519695739999999,1.6435167651201126,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
18_100_tips,24.0,0.1237113402061855,3.57784478,0.6142409105625455,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
4_10_tips,0.0,0.0,0.99855254,0.4422998664736325,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
5_100_tips,32.0,0.1649484536082474,4.294898488999998,0.8048943172074972,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
10_10_tips,0.0,0.0,3.4921498800000004,1.892437765391758,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
15_50_tips,16.0,0.1702127659574468,2.7471318419999995,0.6128773848668945,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
9_20_tips,8.0,0.2352941176470588,6.392020850000001,2.7864822179679485,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
17_20_tips,12.0,0.3529411764705882,0.6287372510000002,0.3556928957267404,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
3_10_tips,0.0,0.0,0.9754653999999998,0.7119712224173768,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
9_50_tips,14.0,0.1489361702127659,3.1053457730000003,1.712939093963656,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
9_100_tips,28.0,0.1443298969072164,6.96463028,1.1177963737363985,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
6_20_tips,2.0,0.0588235294117647,7.05148322,3.0658230926388,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
12_50_tips,20.0,0.2127659574468085,2.19462969,0.530221364831903,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
5_20_tips,0.0,0.0,4.727397989999999,1.4730817444803634,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
4_20_tips,2.0,0.0588235294117647,1.27408419,0.5144082862201281,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
7_50_tips,42.0,0.4468085106382978,0.4858815236,0.1086107792258954,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
9_10_tips,2.0,0.1428571428571428,3.2708068900000007,2.1005076077261937,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
19_20_tips,8.0,0.2352941176470588,14.68070811,4.624081757474263,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
1_100_tips,32.0,0.1649484536082474,3.5694171129999983,0.557038390531938,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
12_100_tips,166.0,0.8556701030927835,0.1083562771199999,0.0177203506315943,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
11_50_tips,20.0,0.2127659574468085,1.7503946981999998,0.6125403171120757,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
0_50_tips,18.0,0.1914893617021276,15.45589121,3.839369362046933,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
18_20_tips,18.0,0.5294117647058824,0.14853407892,0.0778647667438777,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
3_100_tips,22.0,0.1134020618556701,10.276531694400008,1.712033565467567,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
12_10_tips,2.0,0.1428571428571428,1.02519857,0.5286913472708523,10,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
12_20_tips,0.0,0.0,4.50410339,1.7820518138448842,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
11_20_tips,8.0,0.2352941176470588,1.93828603,0.5210757693120394,20,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
4_100_tips,24.0,0.1237113402061855,1.4876281399000009,0.2337834222646531,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
4_200_tips,86.0,0.2182741116751269,14.908543834399994,2.6399319177697995,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
13_50_tips,18.0,0.1914893617021276,0.7265451810000003,0.1414092764522977,50,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
14_200_tips,218.0,0.5532994923857868,2.238290871513998,0.4689575506632938,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
18_200_tips,170.0,0.4314720812182741,1.408490441899999,0.2147154979775151,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
10_100_tips,58.0,0.2989690721649484,3.163583598900001,0.7948584056754644,100,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
6_200_tips,122.0,0.3096446700507614,4.058052561900001,0.6189537515941033,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
7_200_tips,190.0,0.482233502538071,0.9185143089699994,0.1009227681696783,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
5_200_tips,292.0,0.7411167512690355,0.4703781944799998,0.0584837717611774,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
16_200_tips,258.0,0.6548223350253807,0.6603634008799999,0.0759789371995661,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
13_200_tips,80.0,0.2030456852791878,25.57719154099998,4.007707981262056,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
0_200_tips,68.0,0.1725888324873096,12.878322044000011,1.7347776737768843,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
8_200_tips,82.0,0.2081218274111675,12.889923114589996,1.9341386677727288,200,,Phyloformer,57.51426315307617,0.0,Cherry,1.0,250,2026-09-18T08:44:53.403500
11_10_tips,2.0,0.1428571428571428,0.5728502412,0.2957011403252422,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
3_20_tips,4.0,0.1176470588235294,2.0844158682,0.8248584489476601,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
16_20_tips,8.0,0.2352941176470588,0.2884109806999999,0.1160770023123271,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
0_50_tips,10.0,0.1063829787234042,12.205624407199998,2.9644995910429257,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
1_50_tips,6.0,0.0638297872340425,3.919374102,0.7484913371490187,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
16_50_tips,10.0,0.1063829787234042,5.9490299798000015,1.5962606856880095,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
15_20_tips,0.0,0.0,0.5712028472,0.1718234221216616,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
2_100_tips,86.0,0.4432989690721649,0.523751629580001,0.088934242978153,100,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
17_10_tips,2.0,0.1428571428571428,10.2925861993,4.585220594299392,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
17_100_tips,24.0,0.1237113402061855,4.315598270099998,0.7867755548842755,100,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
3_100_tips,18.0,0.0927835051546391,8.612986574699995,1.3869708693544969,100,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
15_10_tips,0.0,0.0,1.1408105877,0.607671981944546,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
6_50_tips,6.0,0.0638297872340425,4.345881727599999,1.1460294430524849,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
12_100_tips,172.0,0.8865979381443299,0.10035735582,0.0183049099550631,100,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
7_10_tips,0.0,0.0,1.6587503343999996,1.106852202263261,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
1_100_tips,32.0,0.1649484536082474,3.2675526290000008,0.5029307264437335,100,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
15_50_tips,12.0,0.1276595744680851,2.401669119200001,0.5335937715215446,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
17_20_tips,10.0,0.2941176470588235,0.5505759643000001,0.2876371899702885,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
3_10_tips,0.0,0.0,0.8002969034999998,0.5481305462972536,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
12_50_tips,14.0,0.1489361702127659,1.8523493977,0.4322939621712572,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
4_20_tips,0.0,0.0,1.1437744006,0.4476599814135546,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
5_100_tips,28.0,0.1443298969072164,3.6094965666,0.6587769640182739,100,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
10_10_tips,2.0,0.1428571428571428,2.5908126026000007,1.2279163724826163,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
9_20_tips,4.0,0.1176470588235294,4.296476133500001,1.751673780169528,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
3_200_tips,60.0,0.1522842639593908,4.921639164800002,0.6180592094732514,200,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
6_10_tips,0.0,0.0,1.3036868843000002,0.7041977472643853,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
10_200_tips,96.0,0.2436548223350254,2.188484713100007,0.3519017982504264,200,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
10_50_tips,12.0,0.1276595744680851,3.253997483299999,0.7134323394497625,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
1_20_tips,0.0,0.0,1.5086269172000002,0.4969211641377258,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
1_200_tips,58.0,0.1472081218274111,8.833387047399986,1.0555068092527364,200,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
3_50_tips,12.0,0.1276595744680851,1.6329503099999998,0.3758484946149616,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
2_10_tips,4.0,0.2857142857142857,0.8610792665000001,0.5274584044586694,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
19_10_tips,0.0,0.0,1.0669551745,0.4553739430072206,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
17_200_tips,56.0,0.1421319796954314,6.217260382200003,0.9239793695668566,200,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
13_20_tips,0.0,0.0,3.0307247996,1.04286611744046,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
18_50_tips,38.0,0.4042553191489361,0.3370767108999997,0.1029763595766828,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
12_200_tips,56.0,0.1421319796954314,12.670287520899995,1.5601229620316357,200,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
9_200_tips,62.0,0.1573604060913705,9.921000096499986,1.1142967969168915,200,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
7_20_tips,4.0,0.1176470588235294,1.5488414357999998,0.5272111177640117,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
15_200_tips,94.0,0.2385786802030456,9.78844154919998,1.790980782451313,200,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
19_200_tips,138.0,0.350253807106599,2.216738395120008,0.2895217002232882,200,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
17_50_tips,10.0,0.1063829787234042,7.8199234014,1.6569521769894833,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
0_100_tips,18.0,0.0927835051546391,6.569517149900002,1.572411568122098,100,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
8_10_tips,0.0,0.0,3.661081011399999,1.58702253459063,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
19_50_tips,10.0,0.1063829787234042,11.139600516499998,2.456532804208361,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
8_20_tips,2.0,0.0588235294117647,2.7958579694,0.8458420704496348,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
13_10_tips,0.0,0.0,0.7748279831,0.4069390071717739,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
2_50_tips,18.0,0.1914893617021276,1.2326918113999994,0.3655845951002262,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
16_100_tips,26.0,0.134020618556701,5.178874150099999,0.8882732280869731,100,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
14_20_tips,0.0,0.0,0.7858237668000001,0.4008977152966107,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
0_20_tips,32.0,0.9411764705882352,0.0315874519,0.010950697824533,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
0_10_tips,0.0,0.0,0.6952454369000001,0.3496413581791152,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
4_200_tips,80.0,0.2030456852791878,12.648970450599984,2.064576842675165,200,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
12_10_tips,2.0,0.1428571428571428,0.82275779,0.4242526564863884,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
11_200_tips,128.0,0.3248730964467005,2.748156932800009,0.388648777238091,200,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
5_50_tips,62.0,0.6595744680851063,0.1331952787,0.0340123052170306,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
6_20_tips,4.0,0.1176470588235294,5.3384080582,2.186289766525606,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
5_20_tips,0.0,0.0,3.7622415676,1.1692205821516628,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
11_100_tips,30.0,0.1546391752577319,3.373069866600002,0.5419358923874852,100,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
8_100_tips,16.0,0.0824742268041237,9.142628436399995,1.4110193910690394,100,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
7_50_tips,40.0,0.425531914893617,0.4423513108999995,0.1012626912958186,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
9_10_tips,2.0,0.1428571428571428,2.2974808106,1.338783475743762,10,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
19_20_tips,6.0,0.1764705882352941,10.9434921507,3.3605749402443315,20,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
4_50_tips,12.0,0.1276595744680851,0.5740104009000001,0.1199151852926886,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
11_50_tips,16.0,0.1702127659574468,1.5504791664999995,0.5505127124230773,50,,IQ-TREE,5787.133044242859,,Cherry,1.0,250,2026-09-18T08:44:53.403500
