id,rf,norm_rf,weighted_rf,kf_score,n_tips,marker,method,runtime_seconds,gpu_memory_mb,requested_trees_per_tip_size,allow_duplicate_sequences,successful_alignments_for_tip_size,combo_name,model,clock_rate,seq_length,tree_type,n_per_size,saved_at
19_10_tips,0.0,0.0,0.6675812925,0.3349376137600959,10,,IQ-TREE,5709.326428413391,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
10_20_tips,8.0,0.2352941176470588,4.023631466499999,1.7281982569665175,20,,IQ-TREE,5709.326428413391,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
3_200_tips,52.0,0.1319796954314721,2.8056411141000006,0.3668407590304861,200,,IQ-TREE,5709.326428413391,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
19_200_tips,118.0,0.299492385786802,1.5923395992199976,0.1714806869745452,200,,IQ-TREE,5709.326428413391,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
18_20_tips,33.0,1.0,0.5748017749199998,0.2062535985423064,20,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
15_200_tips,393.0,1.0,33.18218096960003,4.240908973412779,200,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
16_20_tips,6.0,0.1764705882352941,0.26647306,0.0917135721512753,20,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
7_200_tips,384.0,1.0,2.727863106969998,0.228784498431975,200,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
11_10_tips,2.0,0.1428571428571428,0.4013478300000001,0.2021635280730813,10,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
17_20_tips,4.0,0.1176470588235294,0.307381091,0.168392906077051,20,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
19_100_tips,193.0,1.0,4.058200563999999,0.4892180059639486,100,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
4_10_tips,0.0,0.0,0.6939748,0.3486925512339958,10,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
12_10_tips,0.0,0.0,0.5960508099999999,0.3862341960753927,10,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
16_100_tips,193.0,1.0,19.449778703299987,2.548344628416408,100,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
18_10_tips,4.0,0.2857142857142857,3.530926,1.6215070509963732,10,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
10_50_tips,12.0,0.1276595744680851,2.5097074799999985,0.649257776724044,50,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
14_100_tips,24.0,0.1237113402061855,7.730140116000005,1.778592283382769,100,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
8_20_tips,2.0,0.0588235294117647,3.12926597,1.0185813140544804,20,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
0_100_tips,193.0,1.0,24.365427398000005,3.837622701406729,100,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
11_100_tips,16.0,0.0824742268041237,2.128593759,0.3795587576441437,100,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
4_20_tips,6.0,0.1764705882352941,0.81227315,0.2759593963168438,20,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
12_100_tips,171.0,1.0,0.19254857312,0.0262849122046741,100,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
5_50_tips,89.0,1.0,0.3803613039,0.0799890094463294,50,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
2_100_tips,191.0,1.0,1.8698431179599992,0.249052813131432,100,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
7_20_tips,8.0,0.2352941176470588,0.9135382140000002,0.2807379269826104,20,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
3_50_tips,20.0,0.2127659574468085,1.3067828820999996,0.3429443535252674,50,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
0_10_tips,2.0,0.1428571428571428,0.7689226800000001,0.3857644248513281,10,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
6_50_tips,18.0,0.1914893617021276,5.039999829999999,1.4833656471977814,50,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
0_50_tips,12.0,0.1276595744680851,16.8766161,4.644607107383274,50,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
8_10_tips,0.0,0.0,4.984768109999999,2.132606182013192,10,,FastME,4.041004419326782,,20,True,20,TreeSize_SequenceLength,LG,1.0,250,birth-death,20,2026-09-19T12:49:26.019830
