id,rf,norm_rf,weighted_rf,kf_score,n_tips,marker,method,runtime_seconds,gpu_memory_mb
18_200_tips,156.0,0.3959390862944162,0.7520262641000002,0.0935671223248402,200,,Phyloformer,,
3_200_tips,118.0,0.299492385786802,1.9440329849999989,0.2372207866350416,200,,Phyloformer,,
15_200_tips,224.0,0.5685279187817259,0.2639834600000001,0.0301947011249455,200,,Phyloformer,,
6_200_tips,106.0,0.2690355329949238,1.1120758788881997,0.1124441907356122,200,,Phyloformer,,
7_200_tips,114.0,0.2893401015228426,1.3043179532003002,0.1787129842381215,200,,Phyloformer,,
0_200_tips,338.0,0.8578680203045685,0.121736669864,0.0130051976277787,200,,Phyloformer,,
14_200_tips,130.0,0.3299492385786802,0.7979787088129999,0.0922793121247384,200,,Phyloformer,,
19_200_tips,242.0,0.6142131979695431,0.330830648415,0.037767072761305,200,,Phyloformer,,
11_200_tips,126.0,0.3197969543147208,0.93733237555,0.1139981523565686,200,,Phyloformer,,
8_200_tips,264.0,0.6700507614213198,0.4429434950719998,0.0846585634453087,200,,Phyloformer,,
16_200_tips,146.0,0.3705583756345177,0.7197265783579996,0.0837881233896709,200,,Phyloformer,,
2_200_tips,72.0,0.182741116751269,1.5201726668999984,0.173232809720181,200,,IQ-TREE,,
12_200_tips,68.0,0.1725888324873096,1.318651775219998,0.1435320034725127,200,,IQ-TREE,,
17_200_tips,392.0,1.0,12.07832547049997,1.0733095593219084,200,,IQ-TREE,,
10_200_tips,86.0,0.2182741116751269,2.1999045408000044,0.3076495783552797,200,,IQ-TREE,,
4_200_tips,102.0,0.2588832487309644,1.4484070240499969,0.1980491432958607,200,,IQ-TREE,,
5_200_tips,236.0,0.5989847715736041,0.4750334187799985,0.0578281791047585,200,,IQ-TREE,,
1_200_tips,80.0,0.2030456852791878,1.7434233148999998,0.1951143680711373,200,,IQ-TREE,,
13_200_tips,308.0,0.7817258883248731,0.2105767534429998,0.0276839819117636,200,,IQ-TREE,,
9_200_tips,354.0,0.8984771573604061,0.09798694294,0.0147644822225788,200,,IQ-TREE,,
3_200_tips,120.0,0.3045685279187817,2.290835530200004,0.33758801263676,200,,IQ-TREE,,
18_200_tips,180.0,0.4568527918781725,0.7950506264000013,0.1201210704861745,200,,IQ-TREE,,
6_200_tips,114.0,0.2893401015228426,1.0366793872881976,0.1089907251194046,200,,IQ-TREE,,
15_200_tips,264.0,0.6700507614213198,0.2764719426999976,0.0317799600244572,200,,IQ-TREE,,
7_200_tips,132.0,0.3350253807106599,1.2873001647002964,0.1942352841350918,200,,IQ-TREE,,
0_200_tips,356.0,0.9035532994923858,0.124708261264,0.0160306618018595,200,,IQ-TREE,,
14_200_tips,152.0,0.3857868020304568,0.7597284391130018,0.0891019427279927,200,,IQ-TREE,,
19_200_tips,252.0,0.6395939086294417,0.3233891238149983,0.0366829413188275,200,,IQ-TREE,,
11_200_tips,142.0,0.3604060913705584,0.8173794020500018,0.0935573455299032,200,,IQ-TREE,,
8_200_tips,292.0,0.7411167512690355,0.4646195386719994,0.0925592041086003,200,,IQ-TREE,,
16_200_tips,164.0,0.416243654822335,0.6694489933580018,0.0787887288448013,200,,IQ-TREE,,
2_200_tips,390.0,1.0,8.706220077999998,0.7796619091782766,200,,FastME,,
12_200_tips,392.0,1.0,7.55728655462,0.6764754321419852,200,,FastME,,
10_200_tips,389.0,1.0,14.967273425900013,1.4948027035057134,200,,FastME,,
17_200_tips,392.0,1.0,11.3596833588,1.0114521361393385,200,,FastME,,
4_200_tips,388.0,1.0,8.603191430950005,0.9460275769600162,200,,FastME,,
5_200_tips,330.0,1.0,1.984066871080001,0.2580980962616839,200,,FastME,,
9_200_tips,274.0,1.0,0.1365021283399999,0.0177430661559989,200,,FastME,,
1_200_tips,393.0,1.0,13.924018041699997,1.3958529033183096,200,,FastME,,
18_200_tips,347.0,1.0,5.404039850099999,0.7800326704955829,200,,FastME,,
13_200_tips,306.0,1.0,0.4823649706430003,0.0790967603853882,200,,FastME,,
15_200_tips,331.0,1.0,0.6666047569999993,0.0718206438188187,200,,FastME,,
0_200_tips,286.0,1.0,0.164425265864,0.0192028407224392,200,,FastME,,
3_200_tips,374.0,1.0,10.791632712999997,1.175117028461478,200,,FastME,,
19_200_tips,335.0,1.0,0.8422239704150001,0.0928148081669827,200,,FastME,,
6_200_tips,384.0,1.0,5.156643448288196,0.4465014048438822,200,,FastME,,
8_200_tips,332.0,1.0,0.8161933740720002,0.1316052240302974,200,,FastME,,
7_200_tips,376.0,1.0,8.479259387200305,0.9596555999871218,200,,FastME,,
16_200_tips,359.0,1.0,2.8072832963580003,0.2994735442394276,200,,FastME,,
14_200_tips,367.0,1.0,3.6596097118129984,0.397457499645693,200,,FastME,,
11_200_tips,382.0,1.0,4.175219083949999,0.4318535172851149,200,,FastME,,
