id,rf,norm_rf,weighted_rf,kf_score,n_tips,marker,method
10_50_tips,14.0,0.1489361702127659,1.0214266325,0.3182094757271876,50,,Phyloformer
2_50_tips,22.0,0.2340425531914893,0.2986273145,0.0758374596513305,50,,Phyloformer
17_50_tips,8.0,0.0851063829787234,0.9850112399999998,0.2624277249300603,50,,Phyloformer
15_50_tips,24.0,0.2553191489361702,0.3295583704999999,0.074097233688405,50,,Phyloformer
11_50_tips,54.0,0.574468085106383,0.0818835378499999,0.0183180329305295,50,,Phyloformer
9_50_tips,18.0,0.1914893617021276,0.500342396,0.1016899590469617,50,,Phyloformer
0_50_tips,10.0,0.1063829787234042,0.4674332730000001,0.1038163895096867,50,,Phyloformer
1_50_tips,56.0,0.5957446808510638,0.060529193976,0.0117011395627672,50,,Phyloformer
14_50_tips,12.0,0.1276595744680851,1.3042914000000003,0.2779882387346469,50,,Phyloformer
6_50_tips,10.0,0.1063829787234042,1.0167534255,0.2804001635614023,50,,Phyloformer
18_50_tips,8.0,0.0851063829787234,0.8144694850000003,0.1711720651845607,50,,Phyloformer
5_50_tips,8.0,0.0851063829787234,0.7140075179999998,0.139596791790216,50,,Phyloformer
3_50_tips,8.0,0.0851063829787234,0.4190820599999999,0.0982417256087921,50,,Phyloformer
4_50_tips,12.0,0.1276595744680851,1.190801345,0.2592927237035451,50,,Phyloformer
7_50_tips,24.0,0.2553191489361702,0.2484963648,0.0554136135573217,50,,Phyloformer
13_50_tips,8.0,0.0851063829787234,0.5305593,0.1084821377107097,50,,Phyloformer
12_50_tips,68.0,0.723404255319149,0.04288579582,0.0081914407944748,50,,Phyloformer
19_50_tips,8.0,0.0851063829787234,1.5628233900000004,0.3976268142457632,50,,Phyloformer
8_50_tips,6.0,0.0638297872340425,2.5218710799999995,0.5842750773515774,50,,Phyloformer
16_50_tips,6.0,0.0638297872340425,0.83488999,0.1828042917741355,50,,Phyloformer
10_50_tips,14.0,0.1489361702127659,1.4524475348999997,0.4974315282105497,50,,IQ-TREE
2_50_tips,22.0,0.2340425531914893,0.2676019134999998,0.0621066354668615,50,,IQ-TREE
17_50_tips,8.0,0.0851063829787234,1.3113538678999996,0.4101019812524289,50,,IQ-TREE
15_50_tips,32.0,0.3404255319148936,0.5254114985000004,0.2307231964519212,50,,IQ-TREE
11_50_tips,56.0,0.5957446808510638,0.08143009275,0.0193439533202365,50,,IQ-TREE
9_50_tips,14.0,0.1489361702127659,0.4053334100999999,0.0904539035043099,50,,IQ-TREE
0_50_tips,14.0,0.1489361702127659,0.4808618146,0.1005058289157203,50,,IQ-TREE
1_50_tips,66.0,0.7021276595744681,0.065583142376,0.0158854614430744,50,,IQ-TREE
14_50_tips,6.0,0.0638297872340425,1.4691527606,0.3637610814753396,50,,IQ-TREE
6_50_tips,10.0,0.1063829787234042,1.0800426217,0.2664967186101309,50,,IQ-TREE
18_50_tips,6.0,0.0638297872340425,0.7039322933000001,0.1530613521030985,50,,IQ-TREE
5_50_tips,10.0,0.1063829787234042,0.9344153471000004,0.2267173646968885,50,,IQ-TREE
3_50_tips,10.0,0.1063829787234042,0.3827582349999998,0.0942875354518068,50,,IQ-TREE
4_50_tips,12.0,0.1276595744680851,2.086180595,0.6604855579048242,50,,IQ-TREE
7_50_tips,28.0,0.2978723404255319,0.2611887057999997,0.0640067294925322,50,,IQ-TREE
13_50_tips,6.0,0.0638297872340425,0.5154583506000002,0.1144017468555404,50,,IQ-TREE
19_50_tips,8.0,0.0851063829787234,2.8294962576,0.8849986753055253,50,,IQ-TREE
12_50_tips,76.0,0.8085106382978723,0.04138985252,0.0096033004614541,50,,IQ-TREE
16_50_tips,10.0,0.1063829787234042,0.8467578266,0.1885050583066387,50,,IQ-TREE
8_50_tips,16.0,0.1702127659574468,4.577796243200003,1.2255558885005275,50,,IQ-TREE
2_50_tips,90.0,1.0,1.7993941285000004,0.3534802762784046,50,,FastME
10_50_tips,93.0,1.0,6.531360512499999,1.3477852699094754,50,,FastME
17_50_tips,6.0,0.0638297872340425,1.62386648,0.5473227346253651,50,,FastME
15_50_tips,91.0,1.0,2.909440911499999,0.9397129101126562,50,,FastME
9_50_tips,93.0,1.0,2.820266925999999,0.4346222844247721,50,,FastME
11_50_tips,88.0,1.0,0.2308516078499999,0.0487081435314513,50,,FastME
1_50_tips,78.0,1.0,0.143608283976,0.0314517372977344,50,,FastME
0_50_tips,16.0,0.1702127659574468,0.6132009349999998,0.1446330183380895,50,,FastME
6_50_tips,10.0,0.1063829787234042,1.4871357154999991,0.3773369311673626,50,,FastME
14_50_tips,12.0,0.1276595744680851,1.79538073,0.4235120683706077,50,,FastME
5_50_tips,12.0,0.1276595744680851,1.213841718,0.2728089101444398,50,,FastME
18_50_tips,6.0,0.0638297872340425,0.818564755,0.1783584971901053,50,,FastME
4_50_tips,16.0,0.1702127659574468,2.5371377150000005,0.8028771982523473,50,,FastME
3_50_tips,12.0,0.1276595744680851,0.5662158600000001,0.1462194810830903,50,,FastME
13_50_tips,8.0,0.0851063829787234,0.6426622200000001,0.155090729685781,50,,FastME
7_50_tips,92.0,1.0,1.4757605491999992,0.265758056603005,50,,FastME
19_50_tips,10.0,0.1063829787234042,3.43674158,0.9974608883082966,50,,FastME
12_50_tips,76.0,1.0,0.06459602182,0.0133937894480533,50,,FastME
16_50_tips,10.0,0.1063829787234042,1.01620269,0.2542943796785541,50,,FastME
8_50_tips,18.0,0.1914893617021276,5.791317890000001,1.374886742054939,50,,FastME
