id,rf,norm_rf,weighted_rf,kf_score,n_tips,marker,method
19_20_tips,6.0,0.1764705882352941,0.90277861,0.2480715660588921,20,,Phyloformer
18_20_tips,6.0,0.1764705882352941,0.133221497,0.0414168123481019,20,,Phyloformer
8_20_tips,2.0,0.0588235294117647,1.1946156600000002,0.448239054141527,20,,Phyloformer
5_20_tips,4.0,0.1176470588235294,0.1241961049999999,0.0450235238502466,20,,Phyloformer
10_20_tips,2.0,0.0588235294117647,0.4041342999999999,0.1363143531313786,20,,Phyloformer
16_20_tips,8.0,0.2352941176470588,0.2344434799999999,0.0614120196716147,20,,Phyloformer
9_20_tips,6.0,0.1764705882352941,0.2013893679999999,0.1163146034059956,20,,Phyloformer
17_20_tips,2.0,0.0588235294117647,0.38130213,0.1350066012896254,20,,Phyloformer
6_20_tips,2.0,0.0588235294117647,0.95884028,0.3387580721954274,20,,Phyloformer
15_20_tips,8.0,0.2352941176470588,0.068602866,0.019369388871298,20,,Phyloformer
2_20_tips,10.0,0.2941176470588235,0.045505006,0.0133949312349573,20,,Phyloformer
13_20_tips,4.0,0.1176470588235294,0.2694139,0.0837052150708449,20,,Phyloformer
14_20_tips,6.0,0.1764705882352941,0.1360346599999999,0.0373131107933417,20,,Phyloformer
4_20_tips,6.0,0.1764705882352941,0.4477122799999999,0.1536480912985241,20,,Phyloformer
0_20_tips,2.0,0.0588235294117647,0.2687331,0.0807919972646041,20,,Phyloformer
1_20_tips,2.0,0.0588235294117647,0.5685692999999999,0.174003266755425,20,,Phyloformer
11_20_tips,2.0,0.0588235294117647,0.1937195099999999,0.05998237294408,20,,Phyloformer
12_20_tips,4.0,0.1176470588235294,0.40572914,0.1320490836877848,20,,Phyloformer
3_20_tips,2.0,0.0588235294117647,0.2933979299999999,0.0933660060984044,20,,Phyloformer
7_20_tips,8.0,0.2352941176470588,0.18414948,0.0652743557850615,20,,Phyloformer
8_20_tips,4.0,0.1176470588235294,2.2864244955999995,1.2719220014581467,20,,IQ-TREE
19_20_tips,4.0,0.1176470588235294,1.7953586552000005,0.6758267257225736,20,,IQ-TREE
5_20_tips,8.0,0.2352941176470588,0.1016774171,0.0364556979310477,20,,IQ-TREE
18_20_tips,8.0,0.2352941176470588,0.1579576251,0.0596864132466179,20,,IQ-TREE
10_20_tips,0.0,0.0,0.3829476415,0.1771189730773025,20,,IQ-TREE
16_20_tips,8.0,0.2352941176470588,0.4106946932999999,0.1661050731545657,20,,IQ-TREE
6_20_tips,2.0,0.0588235294117647,1.6582117243,0.5469966235665206,20,,IQ-TREE
9_20_tips,14.0,0.4117647058823529,0.3201543165999999,0.1691766487334255,20,,IQ-TREE
15_20_tips,4.0,0.1176470588235294,0.0770377179,0.0254851694022999,20,,IQ-TREE
17_20_tips,0.0,0.0,0.2960868077,0.1046043061927904,20,,IQ-TREE
4_20_tips,4.0,0.1176470588235294,0.4626270166,0.1739339910378228,20,,IQ-TREE
2_20_tips,10.0,0.2941176470588235,0.0548484687,0.0211812534881365,20,,IQ-TREE
1_20_tips,0.0,0.0,0.5147865546,0.1748661278230374,20,,IQ-TREE
13_20_tips,4.0,0.1176470588235294,0.2324849051,0.0838127233553468,20,,IQ-TREE
14_20_tips,4.0,0.1176470588235294,0.1087697073,0.0298065488305417,20,,IQ-TREE
12_20_tips,6.0,0.1764705882352941,0.4035472225000001,0.149455452908559,20,,IQ-TREE
0_20_tips,2.0,0.0588235294117647,0.3062069603999999,0.0955803209291233,20,,IQ-TREE
3_20_tips,0.0,0.0,0.4810958130000001,0.2385277169253288,20,,IQ-TREE
11_20_tips,0.0,0.0,0.1895988702999999,0.0652655593228688,20,,IQ-TREE
7_20_tips,6.0,0.1764705882352941,0.1461385587,0.0491638520415389,20,,IQ-TREE
8_20_tips,4.0,0.1176470588235294,2.54883168,1.30068575395744,20,,FastME
19_20_tips,6.0,0.1764705882352941,2.1624146500000005,0.771994800842169,20,,FastME
5_20_tips,33.0,1.0,0.697763605,0.2185380821228367,20,,FastME
18_20_tips,4.0,0.1176470588235294,0.192375223,0.0803804923463432,20,,FastME
10_20_tips,2.0,0.0588235294117647,0.4316614,0.2228034973065553,20,,FastME
16_20_tips,2.0,0.0588235294117647,0.47391463,0.2186646392300911,20,,FastME
6_20_tips,2.0,0.0588235294117647,2.0213391899999995,0.6290063276323965,20,,FastME
9_20_tips,4.0,0.1176470588235294,0.334850728,0.206589049306559,20,,FastME
15_20_tips,8.0,0.2352941176470588,0.062299116,0.0227586332402419,20,,FastME
17_20_tips,0.0,0.0,0.3651857599999999,0.1380051724020081,20,,FastME
4_20_tips,8.0,0.2352941176470588,0.5704428999999999,0.2330052053328127,20,,FastME
2_20_tips,10.0,0.2941176470588235,0.050897946,0.0182564446577649,20,,FastME
1_20_tips,2.0,0.0588235294117647,0.7531395600000002,0.253282764560272,20,,FastME
13_20_tips,4.0,0.1176470588235294,0.32725365,0.1137754341148338,20,,FastME
12_20_tips,6.0,0.1764705882352941,0.5277590000000001,0.2032979944031421,20,,FastME
14_20_tips,0.0,0.0,0.1779663299999999,0.05449445323886,20,,FastME
3_20_tips,0.0,0.0,0.59952233,0.2701831371780973,20,,FastME
0_20_tips,2.0,0.0588235294117647,0.31856369,0.1199873040474453,20,,FastME
7_20_tips,4.0,0.1176470588235294,0.18073456,0.0587508900612509,20,,FastME
11_20_tips,2.0,0.0588235294117647,0.24827284,0.0769005629714243,20,,FastME
